ZERO	feature\browser\src\main\java\top\wkbin\taixu\ui\browser\BrowserActionCard.kt	25	public	fun	BrowserActionCard	@Composable
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsMetricGrid.kt	85	private	class	MetricItem		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsMetricGrid.kt|33,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsMetricGrid.kt|38,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsMetricGrid.kt|43,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsMetricGrid.kt|48,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsMetricGrid.kt|53,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsMetricGrid.kt|58,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsMetricGrid.kt|93
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsMetricGrid.kt	92	private	fun	MetricTile	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsMetricGrid.kt|74,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsMetricGrid.kt|76
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsMetricGrid.kt	140	private	fun	formatCompact		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsMetricGrid.kt|36,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsMetricGrid.kt|41,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsMetricGrid.kt|46,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsMetricGrid.kt|51,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsMetricGrid.kt|56
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsRankSection.kt	111	private	fun	RankBody	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsRankSection.kt|69,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsRankSection.kt|93
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsRankSection.kt	173	private	fun	RankRow	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsRankSection.kt|167
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsUsageChart.kt	191	private	fun	formatTokens		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsUsageChart.kt|104,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsUsageChart.kt|129
SAMEFILE	feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt	115	private	val	MIN_TERMINAL_FONT_SIZE_SP		REFS=feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|401
SAMEFILE	feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt	116	private	val	MAX_TERMINAL_FONT_SIZE_SP		REFS=feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|402
SAMEFILE	feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt	626	private	fun	CreateTerminalDialog	@Composable	REFS=feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|612
SAMEFILE	feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt	770	private	fun	TerminalDirOption	@Composable	REFS=feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|736,feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|745
SAMEFILE	feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt	806	private	fun	SessionListDialog	@Composable	REFS=feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|582
SAMEFILE	feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt	976	private	fun	CloseSessionConfirmDialog	@Composable	REFS=feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|597
SAMEFILE	feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt	1027	private	fun	ExtraKey	@Composable	REFS=feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|549,feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|550,feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|551,feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|552,feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|553,feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|554,feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|555,feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|556,feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|557,feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|558,feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|559,feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|560,feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|561,feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|562,feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|563,feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|564,feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|565
SAMEFILE	feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt	1079	private	fun	TerminalDot	@Composable	REFS=feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|342,feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|343,feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|344
SAMEFILE	feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt	1084	private	fun	TerminalLineRow	@Composable	REFS=feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|462
SAMEFILE	feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt	1129	private	fun	doShowKeyboard		REFS=feature\terminal\src\main\java\top\wkbin\taixu\ui\terminal\TerminalScreen.kt|260
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	45	public	val	M3ExpLightSuccess	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	46	public	val	M3ExpLightSuccessContainer	
SAMEFILE	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	47	public	val	M3ExpDarkSuccess		REFS=feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt|97
SAMEFILE	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	48	public	val	M3ExpDarkSuccessContainer		REFS=feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt|98
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	50	public	val	M3ExpLightWarning	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	51	public	val	M3ExpLightWarningContainer	
SAMEFILE	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	52	public	val	M3ExpDarkWarning		REFS=feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt|99
SAMEFILE	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	53	public	val	M3ExpDarkWarningContainer		REFS=feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt|100
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	91	public	val	CyberCyan	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	92	public	val	CyberCyanMuted	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	93	public	val	CyberCyanContainer	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	94	public	val	AuroraViolet	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	95	public	val	AuroraVioletLight	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	96	public	val	AuroraVioletContainer	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	97	public	val	PulseEmerald	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	98	public	val	PulseEmeraldContainer	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	99	public	val	SolarAmber	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	100	public	val	SolarAmberContainer	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	101	public	val	LaserCrimson	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	102	public	val	LaserCrimsonContainer	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	104	public	val	TaiXuVoid	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	105	public	val	TaiXuBackground	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	106	public	val	TaiXuSurface	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	107	public	val	TaiXuSurfaceLow	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	108	public	val	TaiXuSurfaceContainerLow	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	109	public	val	TaiXuSurfaceHigh	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	110	public	val	TaiXuSurfaceHighest	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	111	public	val	TaiXuOnPrimary	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	112	public	val	TaiXuOnSurface	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	113	public	val	TaiXuOnSurfaceMuted	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	114	public	val	TaiXuOnSurfaceDim	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	115	public	val	TaiXuOutline	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	116	public	val	TaiXuOutlineVariant	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	117	public	val	TaiXuGlassBg	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	119	public	val	LightBg	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	120	public	val	LightSurface	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	121	public	val	LightSurfaceLow	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	122	public	val	LightSurfaceHigh	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	123	public	val	LightSurfaceHighest	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	124	public	val	LightPrimary	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	125	public	val	LightPrimaryContainer	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	126	public	val	LightOnPrimary	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	127	public	val	LightOnPrimaryContainer	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	128	public	val	LightSecondary	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	129	public	val	LightSecondaryContainer	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	130	public	val	LightOnSecondaryContainer	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	131	public	val	LightOnSurface	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	132	public	val	LightOnSurfaceMuted	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	133	public	val	LightOnSurfaceDim	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	134	public	val	LightOutline	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	135	public	val	LightOutlineVariant	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	136	public	val	LightGlassBg	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	137	public	val	LightGlowBorder	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	138	public	val	TaiXuGlowBorder	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	209	public	val	ChengmingAuroraTop	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	210	public	val	ChengmingAuroraMid	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	211	public	val	ChengmingAuroraBottom	
ZERO	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Color.kt	212	public	val	ChengmingAuroraGlow	
SAMEFILE	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Theme.kt	71	private	val	XuantongLightColors		REFS=feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Theme.kt|233
SAMEFILE	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Theme.kt	103	private	val	XuantongDarkColors		REFS=feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Theme.kt|233
SAMEFILE	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Theme.kt	137	private	val	ChengmingLightColors		REFS=feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Theme.kt|234
SAMEFILE	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Theme.kt	169	private	val	ChengmingDarkColors		REFS=feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Theme.kt|234
SAMEFILE	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Theme.kt	204	private	val	TaiXuShapes		REFS=feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Theme.kt|240
SAMEFILE	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Theme.kt	277	private	fun	LiquidGlassRoot	@Composable	REFS=feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Theme.kt|243
SAMEFILE	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Theme.kt	304	private	fun	ChengmingBackdrop	@Composable	REFS=feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Theme.kt|287
SAMEFILE	feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Type.kt	8	private	val	AppSans		REFS=feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Type.kt|12,feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Type.kt|19,feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Type.kt|26,feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Type.kt|33,feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Type.kt|40,feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Type.kt|47,feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Type.kt|53,feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Type.kt|57,feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Type.kt|62,feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Type.kt|67,feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Type.kt|72,feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Type.kt|78,feature\theme\src\main\java\top\wkbin\taixu\ui\theme\Type.kt|84
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt	86	private	val	EditorBackground		REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt|235
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt	87	private	val	EditorGutterBackground		REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt|273,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt|413
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt	88	private	val	EditorText		REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt|325
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt	89	private	val	EditorGutterText		REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt|280,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt|433,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt|441,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt|458
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt	90	private	val	EditorAccent		REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt|210,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt|331,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt|427,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt|450,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt|458,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt|467
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt	91	private	val	EditorWarning		REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt|467
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt	92	private	val	MIN_EDITOR_FONT_SIZE_SP		REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt|249,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt|259
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt	93	private	val	MAX_EDITOR_FONT_SIZE_SP		REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt|250,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt|260
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt	404	private	fun	EditorStatusBar	@Composable	REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\CodeEditorScreen.kt|340
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\TemplateVariableFields.kt	33	private	fun	VariableLabel	@Composable	REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\TemplateVariableFields.kt|61,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\TemplateVariableFields.kt|75,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\TemplateVariableFields.kt|101
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\TemplateVariableFields.kt	128	internal	class	TemplateVariableErrorKind		REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\TemplateVariableFields.kt|131,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\TemplateVariableFields.kt|135,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\TemplateVariableFields.kt|145,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\TemplateVariableFields.kt|146
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\TemplateVariableFields.kt	130	internal	fun	templateVariableErrorKind		REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\TemplateVariableFields.kt|131,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\TemplateVariableFields.kt|135,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\TemplateVariableFields.kt|145,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\TemplateVariableFields.kt|146
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsScreen.kt	138	private	fun	ManagedScriptCard	@Composable	REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsScreen.kt|89
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsScreen.kt	184	private	fun	ProjectScriptBindingRow	@Composable	REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsScreen.kt|99
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsScreen.kt	203	private	fun	ManagedScriptEditorDialog	@Composable	REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsScreen.kt|110,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsScreen.kt|114
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsScreen.kt	312	private	fun	ToolchainPathDropdownField	@Composable	REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsScreen.kt|287,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsScreen.kt|288,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsScreen.kt|289,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsScreen.kt|290
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsScreen.kt	486	private	fun	PathField	@Composable | @Composable private fun ScriptPathPanel(path: String) { RuntimeCard(containerColor = MaterialTheme.colorScheme.surfaceContainerLow) { Column(verticalArrangement = Arrangement.spacedBy(4.dp)) { Text(stringResource(R.string.workshop_script_path_title), style = MaterialTheme.typography.labelMedium, color = MaterialTheme.colorScheme.onSurfaceVariant); Text(path, style = MaterialTheme.typography.bodySmall.copy(fontFamily = FontFamily.Monospace, fontSize = 11.sp)) } } }	REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsScreen.kt|291,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsScreen.kt|292,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsScreen.kt|293,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsScreen.kt|294,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsScreen.kt|295,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsScreen.kt|296,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsScreen.kt|297
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsScreen.kt	502	private	fun	CodeEditorPanel	@Composable	REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsScreen.kt|238,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsScreen.kt|439
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsViewModel.kt	38	public	class	DetectedToolchains		REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsViewModel.kt|109,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsViewModel.kt|110,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsViewModel.kt|170,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsViewModel.kt|193,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsViewModel.kt|246
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsViewModel.kt	46	public	class	WorkshopEnvironmentDraft		REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsViewModel.kt|77,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsViewModel.kt|92,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsViewModel.kt|93,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsViewModel.kt|313,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSettingsViewModel.kt|331
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSigningScreen.kt	142	private	fun	KeystoreRow	@Composable	REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSigningScreen.kt|92
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSigningScreen.kt	163	private	fun	CreateKeystoreDialog	@Composable	REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSigningScreen.kt|101
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSigningScreen.kt	321	private	fun	ImportKeystoreDialog	@Composable	REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSigningScreen.kt|114
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSigningScreen.kt	416	private	fun	SigningField	@Composable	REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSigningScreen.kt|208,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSigningScreen.kt|212,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSigningScreen.kt|216,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSigningScreen.kt|226,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSigningScreen.kt|237,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSigningScreen.kt|248,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSigningScreen.kt|378,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSigningScreen.kt|382,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSigningScreen.kt|386,feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSigningScreen.kt|390
SAMEFILE	feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSigningScreen.kt	450	private	fun	formatDate		REFS=feature\workspace\src\main\java\top\wkbin\taixu\ui\workspace\WorkshopSigningScreen.kt|150
